id,text
PMC6710383,"Another 25 healthy volunteers (25.1 ± 3.5 years, 14 females) participated in the crossmodal human study."
PMC5509582,"SUBJECTS AND METHODSThe subjects of this study were 15 male university students in their twenties attending auniversity located in Daegu Metropolitan City, and who voluntarily agreed to participate inthe study."
PMC9329466,238 individuals (72 men and 166 women) were recruited.
PMC8729879,"To conduct DMFAs, 3 - 5 day old female mosquitoes were put into paper cups (50 -100 per cup)."
PMC6740016,The global morbidity and mortality trends of prostate cancer in males from 1990 to 2017 were analyzed.
PMC6740016,"The ASDR and ASIR in males in 2017 were 13.79 (14.22–13.30) and 27.99 (28.87–26.99), respectively, while those of females were 9.65 (9.87–9.35) and 19.17 (19.65–18.60), respectively."
PMC3258685,"Material and methodsForty-five females and 5 males with SSc (41 lSSc, 9 dSSc) were recruited from the Department of Dermatology and Venereology, Medical University of Lodz."
PMC4111867,The selected volunteers were 10 males and 10 females aged between 20 and 35 years.
PMC6785327,Material and MethodsThis is a prospective study comprising of 15 patients (4 men and 11 women) operated for rhinoplasty with a mean age of 27.93 years.
PMC4534128,"4Representative KaryoLite-BoBs™, result from the normal female 46, XX."
PMC3858335,"The series of datasets obtained from GEO (Gene Expression Omnibus,http://www.ncbi.nlm.nih.gov/geo/) were originally generated from 10 post-mortem donors (5 females and 5 males), and represent normal human tissues (Series GSE3526) [27]."
PMC8425569,"Treatment regimensOf the 451 pregnant women identified, the disease was detected during pregnancy in 398 (88.2%), retrospectively confirmed after giving birth in 52 (11.5%), and the time of identification was not clear in one (0.2%)."
PMC8425569,"Of the 398 pregnant women whose infection was identified during pregnancy, 346 (86.9%) received a treatment, 3 (0.8%) were untreated, and the treatment status was not clear in the remaining 49 (12.3%) (Table 2)."
PMC8425569,"It therefore seems most likely that he was congenitally exposed to kala-azar.”Nyakundi-1988 [70]bKenya“We recently treated a 4 months old male infant born prematurely on 18 June 1986, after 6 months gestation to a then febrile (para 6+3) mother diagnosed as having had kala-azar during pregnancy."
PMC8425569,"The baby was diagnosed with VL at 7 months and died two days later (Table 4).Amphotericin B deoxycholate (n = 20; 1993–2015)Of the 20 pregnant women treated with amphotericin B deoxycholate, 17 (85.0%) were from Asia (1993–2015) and 3 (15.0%) from South America (2003–2008)."
PMC8425569,The remaining 19 pregnant women were discharged alive.
PMC8425569,"The delivery of babies were described as normal for 18 pregnant women, haemorrhagic complication occurred in one after delivery (as described earlier) [57], and the information was not reported on 1 (Table 2andS2 Data)."
PMC7282139,"Among the 167 respondents that identified as MSM, 20% were sex workers, whereas in the transgender women group 76% reported being sex workers."
PMC7282139,"Almost 1/4 of MSM were married, while among transgender women 40% reported being married."
PMC6191646,"The marrow aspirates used were either collected from vertebral bodies (two females aged 18 years and 49 years, one male aged 22 years) or from the tibial plateau (one male aged 48 years)."
PMC6369855,"Two hundred and twenty-six of these patients were diagnosed with STEMI, and 59 out of the 226 patients were female."
PMC6369855,"For leads V2–V3, the following cut points apply: ≥0.2 mV in men ≥40 years, ≥0.25 mV in men <40 years, or ≥0.15 mV in women.The angiograms, echocardiograms, and ECGs were independently reviewed by two senior cardiologists to evaluate the diagnosis of TTS."
PMC3620740,"Of all invited pregnant women, 80% participated (n= 965) (Olsen et al."
PMC3620740,"Hence, the study population included 169 men (Figure 1).Figure 1Flow chart of recruitment to the physical examination of the follow-up study.Semen collection and physical examination."
PMC7452491,"Out of 370 respondents, 298 are male operators, while 72 are female operators."
PMC6676923,"MethodParticipantsThirty-two volunteers from the University of Exeter participated for monetary compensation (£10) or partial course credit (M= 20.25 years,SD= 3.13, 24 females, 31 right-handed)."
PMC5766664,"Data from 14 adults (6 females, M age 29.85 years, S.D."
PMC5766664,"3.03 years) and 17 adolescents (10 females, M age 16.26 years, S.D."
PMC7219746,"For example, the empirical scholarship on self-compassion and its unique relationship to the body has been examined in sports studies [28] where women reported an active interest in understanding and taking ownership of their own bodies."
PMC6130439,For these analyses 123 ADHD male scans and 100 ADHD female scans were randomly selected (118 ADHD male scans and 8 ADHD female scans were randomly removed) in order to match the control distribution.
PMC2947807,The total number of control subjects was 349 (174 males and 175 females).
PMC8177524,More than 90% of women are willing to receive reminders for their children’s vaccination and ANC [65].
PMC8253794,"MethodsParticipantsWe recruited 92 DP (30 males, 62 females,M= 39.7 years,SD= 9.2, range = 21–55 years) and 92 control (30 males, 62 females,M= 38.4 years,SD= 8.6; range = 24–54 years) participants."
PMC7701330,"Material and MethodsHuman SubjectsBone marrow and spleen samples were obtained from 5 and 11 MF patients, respectively for a total of 16 patients (8 females and 8 males; median age = 52.81 years, min 22 and max 70)."
PMC3765274,"In brief, subjects were 60 ± 10 years old, 56.7% of them were men and 49% had type 2 diabetes."
PMC9186488,"Age, education, income, and gender (0 = man; 1 = any other gender identity) were included as covariates in each of the regressions."
PMC4941266,"This cohort consisted of 83 male and 24 female patients, giving a male: female ratio of 3.46:1, and the median patient age was 47 years (range 18–91 years)."
PMC8164428,Each participant was interviewed once throughout the study period.Tool: the questionnaire was designed by two reproductive health experts and was pretested on 20 pregnant women who attended antenatal care in the same hospital.
PMC5420424,"Changes in gene transcription of candidate genes chosen from microarray analyses were verified and confirmed by RT-qPCR on RNA from differentiated hBMSCs from 3 females, aged 24, 27, and 31 years (Table 5)."
PMC9282994,"Comparative Analysis of Two Groups of Athletes with Muscle Injury Rehabilitation InterventionAfter 12 weeks of muscle injury rehabilitation, 80 subjects of different genders, 40 males and 40 females, were tested."
PMC7204605,"Among the students, 81 were male (35.5%), and 147 were female (64.5%)."
PMC4936789,"Study design and participantsFrom the 32 households, a total of 162 participants (70 males and 92 females) aged 1–69 years were recruited (Fig."
PMC8225932,"The sample was predominantly male (96%), in large part, because the inpatient facility exclusively admitted men."
PMC4297185,There were 7 women and 18 men.
PMC9468643,"Between them, 5 normozoospermic healthy men who had conceived at least one child at the time of the study and 7 infertile patients were selected for electron microscopic analysis."
PMC9468643,"Spermatozoa (1 × 106) from 6 normozoospermic males were incubated at 37°C for 30 min in MRM with the same drugs used in the motility studies (OH, OXA, 2DG, AA, FCCP, OXA + AA, and 2DG + AA)."
PMC9468643,The mean ± standard error (SE) was calculated for each sample.Electron microscopySemen from 5 fertile control men and 7 infertile men was analyzed by transmission electron microscopy (TEM).
PMC9468643,Sperm from samples of 136 males were washed with PBS by centrifugation at 400 g and re-suspended in HAM-F10.
PMC7362271,Material and methodsThe double open cross-sectional monocentric clinical study in parallel groups involved 115 women in the postmenopausal period with CAD: stable exertional angina of functional class (FC) II–III (mean age 67.07 ±0.92 years).
PMC8521863,"More females than males were selected because the prevalence of binge eating is higher in females than in males (37).Twenty-five individuals were invited to participate, of whom 22 completed the study and were included in these analyses."
PMC4033492,[176] supplemented healthy young men with 7 g arginine or a placebo prior to exercise and observed no significant change in blood flow following exercise.
PMC6370887,"In cohort-1 (NM;n= 28; age = 36 ± 12 years; 17 males), we collected high-resolution resting-state fMRI and CBF (PWI) (two sessions) and FDG-PET (one session) (raw fMRI and FDG-PET data partly reported66)."
PMC6370887,Cohort-2 consisted of HDs (n= 16; age = 34.6 ± 9.7 years; 16 males) and LDs (n= 24; age = 32.5 ± 6.4 years; 12 males).
PMC7065160,"Subgroup analyses between pharmaceutically treated depression and incident CVD amongst younger (≤65 years) and older (>65 years) men (age at the time of cancer diagnosis), cancer treatment category (radio‐, hormone therapy, and surgery), and tumour stage."
PMC8257528,The research was conducted on 168 subjects (94 women and 72 men).
PMC8123875,"Forty healthy adult individuals with normal hearing ability according to their age were enrolled to participate, including 26 women and 14 men (mean age = 29.1 years; SD = 11.7)."
PMC8123875,"The railway noise study [16] was undertaken from 2008 to 2009 with 33 participants (22 female) between 22 and 68 years of age (M = 36.2, SD = 10.3)."
PMC8123875,"Sixty-four residents (35 female) at the age of 19 to 61 (M = 37.4, SD = 12.8) participated in the aircraft noise study from 2001 to 2002 [17]."
PMC9247428,"This revealed no significant positive correlation in either total CD56+ pNK and CD56+ cells in the endometrium (pooled CC 0.40; CI 0.21, 0.56;P= 0.10;I2= 79%; total 99 women;Fig."
PMC9247428,"8A) or CD56+CD16+ pNK and CD56+ cells in the endometrium (pooled CC 0.07; CI −0.06, 0.20;P= 0.08;I2= 88%; total 225 women;Fig."
PMC8247457,"Demographic Analysis for all AS PatientsIn the present study, there were 283 males (83.5%) and 56 females (16.5%)."
PMC7476889,Samples were from patients ranged in age from 1 to 95 y with 67% female and 33% male.
PMC2931398,There were 18 women in the moderate-intensity and 18 women in the vigorous-intensity groups who had PAEE data available from before the intervention and from days with and without center-based exercise in the last month of intervention.
PMC8990695,Experimental designA total of 80 male Swiss albino rats was randomly distributed (simplerandomization) into 8 equal groups (n = 10) and categorized as follows.
PMC6277591,could show an increase of PlGF in early pregnancy in women with GDM compared to unaffected pregnant women (37).
PMC6277591,reported a lower PAPP-A level especially in women of South Asian ethnicity and in multiparous women (38).
PMC6277591,"found that each 10 ng/ml increase in leptin level was associated with a 20% higher risk of GDM (61), but others reported no alterations in leptin levels in women who subsequently developed GDM (62) or only an association in severely obese women (42)."
PMC6277591,(45) could show that 1.5 AG could discriminate women with GDM and normal women before 20 weeks of gestation in a small case-control study.
PMC8057130,Gender was represented by a dichotomous variable (0 = Male and 1 = Female).
PMC8625047,Human Nail Plate SamplesNail samples were collected from a group of 10 women aged from 18 to 67 years.
PMC4682581,We found that 75% of women surveyed listened to the radio at least once a week.
PMC8146745,"Among the 922 patients, 558 were males, and the average age was 45.25 years (ranged from 1 to 93 years)."
PMC7731609,A post-hoc analysis was performed to determine that a cohort size of 63 women (undergoing IVM for minimizing OHSS risk and preventing oocytes maturation arrest) had 67.6% power to detect a difference at the 0.05 significance level.
PMC7282077,"Of the 1282 women and men recruited, 449 participants completed the survey (253 women and 196 men)."
PMC8070308,"[60] investigated the VOC signature of 133 subjects (83 CRC patients and 50 healthy controls), with a mean age of the CRC patients of 60 years (standard deviation of 17 years), and 64% of males."
PMC8164961,"More than 11,000 women with genetic data responded to this questionnaire (n=11,347, 85% of women with genetic data)."
PMC9388403,MethodsStudy sample and patient subgroupsA total ofN= 40 male individuals (n= 11 pathological [problematic and addicted] gamers andn= 29 controls) were included in the current analyses.
PMC4009746,"MATERIALS AND METHODSIn this retrospective, noncomparative study 140 patients (89 females and 51 males) with moderate (moderate disease that is visible at 50 cm or greater and is not easily covered with make-up or the normal shadow of a shaved beard hair)."
PMC4656178,"Because the WAAIVD is a state-wide database, the WAAIVD was screened for the vaccination status of all 563 women who provided details, based on full name and date of birth."
PMC9606266,"The selection of suitable patients and administration protocolFrom March 1st to June 30th, 2014, 62 patients (19 females and 43 males of average age 56.8 and 61.1 years, respectively) were indicated for EMR at the Department of Gastroenterology of the Central Military Hospital."
PMC8502192,"After excluding participants who did not include each of the measures of interest, our sample comprised 970 young adult participants (mean age= 29.03, SD = 3.59; 529 females)."
PMC5368845,"2 MethodsBetween August 2008 andMay2012, 12 patients with acute complete AC joint dislocations (8 males, 4 females; mean age 36.08 years; range, 19 to 59 years) were recruited to this study."
PMC5018948,"Of the total of 11 patinets, 5 were men and 6 women."
PMC5107177,"For example, assuming the 20% threshold for MRI screening, 249 women out of 1,585 (16%) moved from below the threshold to above this threshold."
PMC6749342,"Participants, Experimental Setup, and ProtocolEight healthy young volunteers (6 females and 2 males; 25.9 ± 2.8 years; 58.4 ± 6.3 kg; 1.67 ± 0.09 m) were enrolled for this study."
PMC5968102,Clinics are eligible if they have multiple primary care providers serving women patients (ideally 6 or more providers) and each provider has at least 100 unique women Veteran patients and at least 10% of their total patient panel is female.
PMC6630056,Materials and MethodsSubjectsHealthy adult volunteers (14 males and 12 females) participated in the study from January 2013 to December 2015.
PMC4022468,"Materials and MethodsSamplesSubjects enrolled in the SSIP consisted of 38 subjects, 12 males and 26 females, from the Multi-Ethnic Cohort (MEC) of the Singapore Population Health Study who self-reported themselves as Singapore Indians."
PMC4022468,Each of the 11 male subjects in SSIP was also assigned to a unique chromosome Y haplogroup defined using a maximum likelihood approach against the 2008 chromosome Y tree with Yfitter[47].
PMC8966403,"Finally, 421 adults (212 females, mean age 41.2 years, SD = 10.3) with complete UG, TPPG, and genetic data were analyzed."
PMC9141930,"The average age was, males = 65 ± 2 years (range: 28–80 years) and females = 58 ± 2 years (range: 43–73 years)."
PMC9141930,LncRNA ArrayEAT samples from 16 males (n = 8 CAD and n = 8 non-CAD) and 16 females (n = 8 CAD and n = 8 non-CAD) were used to determine the expression of lncRNAs in patients with and without CAD.
PMC2542367,"One trial was of a 30-min massage in children or adolescents with dysthymia [169], and one was of a 20-min massage in depressed pregnant women [118]."
PMC9307777,"A young (ages 18–35) cohort of subjects who answered “No” to the question “Do you consider yourself regularly exposed to loud sound (e.g., play in a band, have a job with noisy tools/ machines)?” were included as the control group (YCtrl,N= 55, 34 Female)."
PMC8860260,4Anatomical Woman displayed muscles of the entire body (a) and a Pregnant Woman at 4 months (b) and 9 months (c) of gestation displayed development of the breasts and abdomen (foetus).
PMC9546896,The human volunteers were 3 healthy males with a mean age of 37 ± 16 years.This study was approved by the institutional review board (IRB) of New York University Langone Health and was compliant with the health insurance portability and accountability act (HIPAA).
PMC5619248,"METHODSParticipants.This study included 56 patients diagnosed with AD, 22 ofwhom resided in Brasília [AD1: 15 women] and 34 in Palmas [AD2: 31 women], inaddition to 40 healthy elderly adults [elderly controls (EC): 24 women]."
PMC8794069,This analysis focused on 85 civilian males and 105 first responder males.
PMC8807295,"During the second and third waves of the pandemic (SupplementaryTable 1), EDM housed approximately 800 men [2]."
PMC3896432,"Based on an expected mean ± SD diameter of the fibroids in our population of 22±10 mm[10], the total number of patients to be enrolled was of about 50 women (25 cases and 25 controls)."
PMC7352831,"ParticipantsA total of 18 university students (ages 23.1 ± 0.4 years, 11 males and 7 females) were enrolled."
PMC9363550,"Overall, the sample consists of 3693 men and 3621 women.Independent VariablesThe main independent variables are measured in the first wave and concern gender-egalitarian attitudes at the couple and societal level, in line with previous studies (Aassve et al.,2014; Davis & Greenstein,2009)."
PMC9363550,"Note that, due to missing values in the dependent variables (see Table3), in models analysing the age difference between partners I had to drop 301 individuals (183 men, and 118 women)."
PMC9363550,"In models analysing educational assortative mating, overall 169 individuals (70 men, and 99 women) were dropped."
PMC7248287,"Waist circumference risk was considered >80 cm for women and >94 cm for men (World Health Organization, 2000)."
PMC5921328,MATERIALS AND METHODSStudy populationA total of 415 (194 male and 221 female) subjects were enrolled in a cross-sectional study.
PMC8642939,The sex is randomly assigned (1 = male; 2 = female).
PMC9198696,Gender was known for 153 patients including 110 women (72%).
PMC4017411,"The patient panel was comprised of 73 men and 22 women, age ranging from 13 to 85 years with a median 49 years."
PMC9143770,"As this approach can be prone to reflecting the biases of a single coder, multiple coder perspectives were sought, with a lesbian-identified senior researcher (SCB), a gay male–identified senior researcher (JWL), and 2 heterosexual female research assistants taking part in the coding process."
PMC1274317,"Our Caucasian study comprised 188 unrelated nondiabetic control individuals (73 male, 115 female) and 190 individuals with T2DM (133 male, 57 female), and has been described previously [20]."
PMC1274317,"Initial case-control studies in African Americans were conducted on 165 control individuals (82 male, 83 female) and 255 diabetic cases (142 male, 113 female)."
PMC1274317,"Hence, for these markers we present data for on 186 African American controls (95 male, 91 female) and 341 African American diabetic individuals (186 male, 155 female)."
PMC6696788,"Most of the participants were male (72%), on average, 40.51 years old (SD= 9.86)."
PMC4965018,This resulted in a final sample of 2705 female sex workers.
PMC5133721,"Utilizing data from the 5-year follow-up assessment, participants whose BMD data was available were included to the analyses, resulting in a final sample of 928 men, aged 24-98 years."
PMC2075498,The sample size will be 600 men: 150 in each of the four groups.
PMC2075498,"Thus, 150 men per group will allow the detection of a 20% absolute difference with over 90% power."
PMC2075498,"Assuming a recruitment and completion rate of 30%, 2000 men will be invited from 20 GP practices, 100 men from each practice."
PMC9299322,"The ratio of self-identified males to females was 268(m):1027(f), reflecting the fact that one of the two parent studies recruited only adult females."
PMC8516756,"A total of 100 subjects took part in two versions of the questionnaire (50 subjects per version, mean age = 23.4, 28 females)."
PMC5929912,"Subjects and MethodsPatientsThe study subjects were 48 patients (16 men, 32 women) whose initial treatment was endoscopic transsphenoidal surgery."
PMC5432775,"In addition, 91 samples from pregnant women and 70 samples from infants collected in the province of Bari in 2003, 2004 and 2005, were tested."
PMC7547534,"The subjects for this study were 15 well‐trained male sprinters (age: 20.4 ± 0.9 years, height: 172.0 ± 4.6 cm, body mass: 67.2 ± 5.8 kg, mean ±SD) and 18 untrained men (age: 22.2 ± 1.8 years, height: 172.4 ± 4.6 cm, body mass: 68.2 ± 11.8 kg)."
PMC7007610,"3.METHODSWe operated 20 eyes with DVD on one or both eyes (6 binocular and 8 monocular cases) aged 9-25 years, 9 man and 11 female patients."
PMC4067366,"In the qualitative phase, 10 young women were asked to evaluate the questionnaire and indicate if they felt difficulty, or ambiguity in responding to the questionnaire."
PMC3442284,Twenty-six TD comparison individuals (10 males) were also recruited and screened as described above.
PMC3472517,"SubjectsSample of this cross-sectional study consisted of 30 female volunteers aged 18–30, university students, sedentary, who performed less than 20 minutes of physical activity in less than 3 days in a week, in the last six months [15]."
PMC4585817,We then calculated the significance of obtaining ≥ n male samples if we drew m samples randomly from a total of 173 samples (which is the total number of samples in GSE11882) with 91 males (total number of male samples in GSE11882) based on the hypergeometric distribution.
PMC6586689,Materials and methodsA cross-sectional sample of 61 young women (aged 14–24 years) who had undergone surgery for genitourinary fistula was recruited 6 months postoperatively to determine their reintegration needs.
PMC2910698,"As of the end of 2009, females comprised 39% of all registered physicians [22].Study siteThe study was conducted in the densely populated district of Lahore (4681 persons/km2) in Pakistan [25]."
PMC5733940,"Demographic Characteristics of the Study ParticipantsThe study included 197 T2DM patients, 111 males, and 86 females, with a mean age of 54.7 years."
PMC8616416,"In Vivo Experiment on VolunteersThe in vivo experiment was performed on the inner side of healthy volunteers’ forearms (n= 3; female, 24 years old; male, 27 years old; male, 38 years old; volunteers from the group of researchers)."
PMC5139734,"Patients and MethodsWe studied 8 patients with idiopathic achalasia, 37 patients with Chagas’ disease, 28 patients with esophagitis, and 31 controls.The patients with esophagitis were 8 men and 20 women aged 25 - 73 years (mean: 50.0 years)."
PMC5139734,"The endoscopic esophageal examination found grade A or B esophagitis according to the Los Angeles classification [18].All patients with Chagas’ disease, 20 men and 17 women aged 23 - 78 years (mean: 58.3 years), complained of dysphagia and had a positive serologic test for the disease."
PMC5139734,Incomplete LES relaxation occurred when the nadir of the sphincter pressure after a wet swallow did not decrease less than 5 mmHg above the intragastric pressure.The patients with idiopathic achalasia were four men and four women aged 17 - 68 years (mean: 41.0 years).
PMC5139734,"In 100% of wet swallows the esophageal contractions were non-peristaltic and LES relaxation was partial or absent.The control group consisted of normal volunteers, 10 men and 21 women aged 18 - 68 years (mean 43.7 years)."
PMC3128818,"Methods and ResultsOur patient is a 35 years old man, with D-TGA, ventricular septal defect (VSD), and mild sub-pulmonic stenosis (PS) at birth."
PMC6821467,"Participants in the MS group remained abstinent between 1 and 8 months (with an average of 3 months); the ML group was abstinent for over 9 months (with an average of 16 months).In experiment 1, 194 men were assessed for eligibility (57 HCs, 73 meth-short subjects, and 64 meth-long subjects; fig."
PMC6821467,"Last, 54 healthy men (age range, 19 to 59 years; mean, 36.02 years), 53 in the MS group (age range, 25 to 54 years; mean, 37.34 years), and 50 in the ML group (age range, 23 to 57 years; mean, 36.40 years) were analyzed."
PMC6821467,"In experiment 2a, 150 men were assessed for eligibility (68 HCs and 82 meth-short subjects; fig."
PMC6821467,"In experiment 2b, 136 men were evaluated for eligibility (56 HCs and 80 meth-short subjects; fig."
PMC5327712,160 consumers were male (65.3%) and 85 were female (34.7%).
PMC6543218,"One hundred and eight (31 women and 77 men) were newly treated with RAS inhibitors, as follows: telmisartan (36 patients), losartan potassium (23 patients), olmesartan medoximil (21 patients), candesartan cilexetil (15 patients), and imidapril hydrochloride (13 patients)."
PMC7489184,"The study group was limited to 78 patients (57 males, 21 females)."
PMC5955485,Each participant gave written informed consent to participate in the study.SubjectsA total of 552 women were included in the study.
PMC8128777,"All aspects of this study were performed in compliance with the ethical principles for medical research involving human subjects, as outlined in the 1975 Helsinki Declaration (revised in 2013).Twelve male patients were included in the study, with a median age of 14 years (range, 6–17 years)."
PMC7312871,One article used Qualisys Track Manager (QTM) to measure the kinematic variables on sit-to-stand balance in pregnant women [22].
PMC2483541,"Body composition was measured with Quantum bioelectrical impedance software (RJL Systems, Clinton Township, Michigan), using a prediction equation validated with American Indian women (19)."
PMC3295748,"To provide 90% power to detect a between-group difference of 1100 steps per day in the maintenance period, we will require that 114 women be randomized in a 1-1 ratio to the PLUS and regular maintenance groups."
PMC9278896,"The study group comprised 47 patients diagnosed with AP, out of which 40 patients were male (85.1%) and seven were females (14.9%) (Table1)."
PMC4499994,There were 20 males and 20 females in each group.
PMC2904295,"MethodWe retrospectively analyzed the medical records of 15 patients with NMO (all women, mean age of onset: 36 ± 11, mean ± SD) and 20 patients with MS (5 men and 15 women, 29 ± 9), all of whom had ON."
PMC9136190,"All participants provided informed consent for their medical records to be used in the study and for cffDNA testing.The study cohort study comprised 31 women with singleton pregnancies who underwent cffDNA screening for trisomy 13, 18, and 21; sex determination; and FF."
PMC9136190,The control group included 55 women who had naturally conceived.
PMC4447014,"MethodsHuman tissueThe analyses documented in Figures1,3,4, and5were conducted on 3 mm punch biopsies obtained from 3 normal male and 8 normal female subjects ranging in age from 21–74 years old in obtained in accordance with IRB approval at St. Peters Hospital in Albany, New York."
PMC8516609,"PARTICIPANTS AND METHODSA total of 20 healthy adults (10 males and 10 females) aged 22 to 35 years (mean, 29.2 ±6.3 years) were recruited from the International University of Health and Welfare."
PMC3065372,"Subjects were 86 pregnant women with different gestational ages (first trimester: 26, second trimester: 23, third trimester: 37, and 21 non pregnant women similar in age and body mass index (BMI))."
PMC9395425,"Participants, dental samples, study design and ethicsThe 61 participants (n= 34 females andn= 27 males) were selected from a larger cohort that were part of the Biorhythm of Childhood Growth project."
PMC2958984,"MethodsWe evaluated the first 361 consecutive metal-on-metal total hip resurfacing arthroplasties (257 in men and 104 in women) performed by a single surgeon that had a minimum follow-up of 28 months (mean of 59 months, range 28 to 87 months)."
PMC2671822,"The neurobehavioral groups consisted of 28 non-Korsakoff alcoholics (21 men, 7 women), 9 alcoholic KS patients (8 men, 1 woman); 4 patients (all women) with ruptured and repaired ACoA aneurysms; and 18 patients with PD (12 men, 6 women)."
PMC2671822,"Seventy neurologically intact control participants (NC; 22 men, 48 women) also were included."
PMC2671822,"Eight of the PD patients had experienced initial motor symptoms on the left side of the body (LPD; 6 men), and 10 first experienced symptoms on the right (RPD; 6 men)."
PMC2841082,Men were asked to follow an 1800 kcal diet and women a 1600 kcal diet.
PMC7092640,"Advanced maternal age is defined as childbearing in a woman over 35 years of age (17,18)."
PMC7766121,"The participants were from the following 8 countries: Serbia (N = 33, 20 males and 13 females), Slovenia (N = 23, 9 males and 14 females), Lithuania (N = 10 males), Russia (N = 5 males), Estonia (N = 3 females), Belarus (N = 3 females), and Bosnia and Herzegovina (N = 3 females)."
PMC7766121,"Participants used the following stroke styles: 32 freestyle (15 males and 17 females), 14 backstroke (5 males and 9 females), 20 breaststroke (16 males and 4 females), and 14 fly swimmers (10 males and 6 females)."
PMC6489383,"[63] Four male volunteers participated in a simulated diving at 10 m for 7 days with following gas mixture: O20.2 ± 0.005 kg/cm2, N20.8 ± 0.01 kg/cm2and Ar 1.0 ± 0.01 kg/cm2."
PMC6129683,"Nine-hundred and ninety-nine individuals from the United States (617 females, 382 males; mean age = 32.51 years,SD= 10.20) participated in our study and received $0.60."
PMC7023351,The respondents included 38 farmers markets managers (18% male and 82% female) and 85 vendors (38% male and 62% female).
PMC8806978,"In which, 40 cases had intra-articular fracture (in which 29 cases were vertebrae fracture and 11 cases were hip fracture), including 31 females and 9 males, with the mean age of 69.73 ± 8.62 years old."
PMC8806978,"Another 40 cases had hand fractures, consisting of 27 females and 13 males, the average age was 71.46 ± 9.18."
PMC8806978,"In the control group, there were 30 females and 10 males, with the mean age of 70.58 ± 5.61) years old."
PMC5777454,"From a total of 542 candidates, 487 male pilots were included in the study."
PMC5413199,"For each time point, small-bowel biopsy specimens (4–7 specimens) were sampled from the descending duodenum, sectioned, and scored by the same evaluator using standardized morphometric tools.5,32Of the 73 patients included in this analysis, 37% were male and 63% were female."
PMC8894486,Written informed consent was obtained from each participant before any study procedures or examinations were performed.We examined 40 eyes from 20 Japanese patients (eight men and 12 women) with chronic VKH disease (Supplementary TableS1).
PMC4181599,"Statistical analysisThe data on the representative sample of 4487 Australian females were described using mean ± standard deviation or median (inter-quartile range) for continuous variables, while counts and percentages were used for categorical variables."
PMC3586696,"We also increased the number of subjects (N= 101) in order to determine a robust minimal RT.ParticipantsA total of 101 participants (67 females) were included in this study (median age: 25, range: [18–30], all right-handers)."
PMC8295467,"There were 82% female participants, which is approximately representative for the gender distribution of the EILO registry with 75% being females, and with previous studies reporting similarly high rates of EILO among females (1,2)."
PMC4887015,For the five donors used in this study (3 males and 2 females) the mean donor age was 35.6 ± 8.5 years (range 23–44 years) and BMI 29.4 ± 4.4 kg/m2(range 25.6–30.4 kg/m2).
PMC4656819,"Materials and MethodsParticipantsTwo hundred and eighteen undergraduate students taking psychology courses in a large South Korean public university (99 women, ageM= 21.5, SD = 2.1) took part in the study for partial course credit."
PMC8992666,Study design and participantsA cross-sectional study was designed with 185 Chilean university students (141 males and 44 females).
PMC6639930,"At inception the cohort was 78% Black African, with approximately equal numbers of males (49%) and females (51%); attrition was higher for White cohort members [31]."
PMC6532962,"Second, we assessed whether some participants found the set of 20 men in the study more attractive than did other participants, considering the men as a group."
PMC9286862,"11Method11.1ParticipantsParticipants were 1004 adults recruited on Prolific (540 self‐identified as a woman, 440 as a man, 22 as nonbinary, and 2 as “other”;MAge=37 years,SDAge= 14 years)."
PMC8728170,"3.1.MethodsWe recruited 423 workers (134 females and 289 males, mean age = 46.38 years, age range = 18–78 years) through another crowdsourcing service (Yahoo!"
PMC5109174,"Materials and MethodsParticipantsFifty-two patients (34 males and 18 females; age 39.9 ± 17.8 years, 14–75 years) who were hospitalized consecutively from February 2009 to June 2011 with primary MSK tumours were included in this study."
PMC6885542,"The topographic values highlight the improved corneal profile obtained.Figure 4Right eye videokeratography maps of 64 yrs old female patient, before(A)and after(B)enhancement 3 years post-PRK using topographically guided customized excimer laser photoablation with CIPTA platform."
PMC6885542,Corneal opacities ultimately need corneal transplant.Figure 5The figure shows slit lamp examination of a female patient 54 yrs old who had developed an evident haze 2 months after PRK.
PMC8322331,The flight test was done as described in57.Indirect flight muscle morphology was analysed in 3 to 5 days adult males or in 90 h APF pupae as previously published71.
PMC4990621,"Materials and methodsCT scans of 26 pairs of human cadaver femora (11 female, 15 male) were used for CT measurement of femoral torsion."
PMC8596983,"This consisted of 40 participants (28% male, aged 22–35 years) from the Young Adults Release that were acquired at two time points."
PMC9450639,The sample size for this study comprised 14 257 young women (15–24 y of age).
PMC4171990,"Materials and methodsParticipantsSeventeen musicians (9 females; mean age: 26.65 years,SD: 5.68, range: 19–39) and 17 non-musicians (8 females; mean age: 28.94 years,SD: 6.42, range: 21–48) were recruited for the experiment."
PMC4622363,"A total of 10 formalin-embalmed human cadaveric upper limbs (mean age, 78.3 ± 16.2 years; 6 women, 1 men) were used in this study."
PMC6529673,"To effectively achieve this outcome, researchers need to use abstract thought-processes, especially reasoning, intuition, and introspection.30In this study, a total of 15 interviews were conducted by the first author with 10 COPD patients (3 women, 7 men)."
PMC7602406,The 1-RM of each participant was compared to male 90% rank normative values of age specific strength-to-body weight ratios (2.27) [41].
PMC6302005,"MethodsParticipantsFourteen healthy adults (6 Female, age range 21–52, mean = 28.4,SD= 11.1) participated in this study."
